,spot_x,spot_y,cell_count,Endothelium_percentage,Atrial cardiomyocytes_percentage,Cardiomyocytes_percentage,Epicardium_percentage,Fibroblast_percentage,Schwan progenitors_percentage,Smooth muscle cells_percentage,Ventricular cardiomyocytes_percentage,Cell_Num,New_X,New_Y
157,8476.042182744983,1027.8666666666666,4,25.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,157,450.0,40.0
158,9111.127478853572,1027.8666666666666,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,485.0,40.0
159,9746.21277496216,1027.8666666666666,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,159,519.0,40.0
160,10063.755423016455,1027.8666666666666,6,0.0,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,160,536.0,40.0
161,11969.01131134222,1027.8666666666666,3,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,161,640.0,40.0
162,12286.553959396515,1027.8666666666666,8,12.5,0.0,0.0,0.0,75.0,0.0,12.5,0.0,162,658.0,40.0
163,12604.096607450809,1027.8666666666666,10,0.0,0.0,0.0,0.0,70.0,0.0,30.0,0.0,163,675.0,40.0
164,12921.639255505102,1027.8666666666666,6,0.0,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,164,692.0,40.0
165,13239.181903559398,1027.8666666666666,6,0.0,0.0,0.0,16.666666666666664,50.0,0.0,33.33333333333333,0.0,165,710.0,40.0
166,13556.724551613692,1027.8666666666666,10,0.0,0.0,0.0,20.0,60.0,0.0,20.0,0.0,166,727.0,40.0
167,13874.267199667986,1027.8666666666666,17,0.0,0.0,0.0,0.0,52.94117647058824,0.0,47.05882352941176,0.0,167,744.0,40.0
168,14191.80984772228,1027.8666666666666,17,0.0,0.0,0.0,17.647058823529413,41.17647058823529,0.0,41.17647058823529,0.0,168,762.0,40.0
169,14509.352495776575,1027.8666666666666,12,16.666666666666664,0.0,0.0,8.333333333333332,8.333333333333332,0.0,66.66666666666666,0.0,169,779.0,40.0
170,14826.895143830869,1027.8666666666666,16,6.25,0.0,0.0,18.75,25.0,0.0,50.0,0.0,170,796.0,40.0
171,15144.437791885162,1027.8666666666666,7,14.285714285714285,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,171,814.0,40.0
172,15461.980439939458,1027.8666666666666,10,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,172,831.0,40.0
173,15779.523087993752,1027.8666666666666,7,0.0,0.0,0.0,14.285714285714285,85.71428571428571,0.0,0.0,0.0,173,848.0,40.0
174,696.2473054147747,1211.1999999999998,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,174,26.0,50.0
175,1013.7899534690689,1211.1999999999998,6,0.0,83.33333333333334,0.0,16.666666666666664,0.0,0.0,0.0,0.0,175,43.0,50.0
176,1331.3326015233633,1211.1999999999998,16,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,176,60.0,50.0
177,1648.8752495776575,1211.1999999999998,11,27.27272727272727,72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,177,77.0,50.0
178,1966.4178976319517,1211.1999999999998,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,178,95.0,50.0
179,2283.9605456862464,1211.1999999999998,9,0.0,77.77777777777779,0.0,22.22222222222222,0.0,0.0,0.0,0.0,179,112.0,50.0
180,2601.50319374054,1211.1999999999998,15,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,180,129.0,50.0
181,2919.045841794835,1211.1999999999998,17,0.0,76.47058823529412,5.88235294117647,0.0,11.76470588235294,0.0,5.88235294117647,0.0,181,147.0,50.0
182,3236.5884898491286,1211.1999999999998,14,7.142857142857142,85.71428571428571,7.142857142857142,0.0,0.0,0.0,0.0,0.0,182,164.0,50.0
183,3554.131137903423,1211.1999999999998,11,0.0,18.181818181818183,0.0,54.54545454545454,27.27272727272727,0.0,0.0,0.0,183,181.0,50.0
184,3871.673785957717,1211.1999999999998,10,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,184,199.0,50.0
185,4189.216434012012,1211.1999999999998,22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,185,216.0,50.0
186,4506.759082066305,1211.1999999999998,17,11.76470588235294,76.47058823529412,0.0,0.0,11.76470588235294,0.0,0.0,0.0,186,233.0,50.0
187,4824.3017301206,1211.1999999999998,13,15.384615384615385,76.92307692307693,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,187,251.0,50.0
188,5141.844378174894,1211.1999999999998,17,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,188,268.0,50.0
189,5459.387026229188,1211.1999999999998,20,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,189,285.0,50.0
190,5776.929674283483,1211.1999999999998,17,23.52941176470588,70.58823529411765,5.88235294117647,0.0,0.0,0.0,0.0,0.0,190,303.0,50.0
191,6094.472322337777,1211.1999999999998,10,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,191,320.0,50.0
